category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Clean Technology,7595758,operating,USA,MA,Boston,Maynard,4,2001-01-01,2009-03-30,2012-03-13
Clean Technology,100000,operating,USA,CA,San Diego,Vista,1,2008-06-01,2008-06-01,2008-06-01
Software,500000,operating,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2011-05-25,2011-05-25
Curated Web,295000,operating,USA,FL,Tampa,Seminole,1,2011-01-01,2013-11-04,2013-11-04
Clean Technology,4864293,operating,USA,OH,OH - Other,Athens,3,2010-01-01,2012-12-21,2015-09-01
Clean Technology,1725000,operating,USA,NY,New York City,Brooklyn,1,2008-01-01,2014-01-22,2014-01-22
E-Commerce,149500000,operating,IND,10,New Delhi,Gurgaon,2,2013-01-01,2014-09-09,2015-06-04
E-Commerce,2400000,operating,USA,NC,Charlotte,Charlotte,2,2013-01-01,2015-02-23,2015-02-23
Software,51410000,operating,GBR,H9,London,London,3,2007-01-01,2009-09-21,2014-02-23
E-Commerce,58510,closed,GBR,T7,GBR - Other,Montrose,1,2008-06-05,2008-06-05,2008-06-05
E-Commerce,10700000,acquired,USA,WA,Spokane,Spokane,4,2008-08-01,2010-09-25,2012-08-14
Clean Technology,58750000,operating,USA,MI,Detroit,Allen Park,4,2011-01-01,2008-01-11,2015-10-23
Clean Technology,3579182,operating,USA,UT,Salt Lake City,Salt Lake City,1,2000-01-01,2009-09-21,2009-09-21
Software,2300000,operating,USA,CA,SF Bay Area,Palo Alto,1,2011-06-21,2014-06-03,2014-06-03
Clean Technology,653200,operating,ITA,16,Lucca,Lucca,1,2009-01-01,2010-12-23,2010-12-23
Software,15800000,operating,USA,NH,"Manchester, New Hampshire",Nashua,1,1992-01-02,2002-12-05,2002-12-05
Clean Technology,29000000,operating,USA,PA,Harrisburg,Lancaster,1,1989-01-01,2008-05-20,2008-05-20
Software,2867500,operating,USA,CA,Santa Barbara,Goleta,5,2009-01-01,2011-01-21,2015-01-26
Clean Technology,56788185,operating,USA,NY,New York City,New York,5,2008-01-01,2011-01-31,2014-12-16
Clean Technology,15021489,operating,USA,GA,Atlanta,Alpharetta,4,1996-01-01,2008-06-10,2013-02-01
Clean Technology,40000,operating,CHL,12,Santiago,Santiago,1,2012-06-01,2012-11-27,2012-11-27
Clean Technology,1345291,operating,BRA,2,Sao Paulo,São Paulo,1,2011-01-03,2013-10-01,2013-10-01
Clean Technology,130300000,closed,USA,CA,SF Bay Area,San Francisco,4,1999-01-01,2009-08-01,2012-03-14
Clean Technology,14000000,operating,USA,NY,"Albany, New York",Troy,2,2007-01-01,2011-05-24,2013-11-08
Enterprise Software,8198403,operating,GBR,K7,London,Reading,2,2010-02-01,2012-08-30,2014-12-02
Software,-,operating,USA,CA,Sacramento Valley,Quincy,1,2004-11-01,2012-02-18,2012-02-18
E-Commerce,6500000,operating,USA,CA,San Diego,Encinitas,2,2009-09-01,2011-12-15,2014-05-28
Software,100000000,operating,CHN,22,Beijing,Beijing,1,2011-01-01,2015-05-06,2015-05-06
Apps,215000,operating,LBN,4,Beirut,Beirut,1,2015-03-01,2015-05-01,2015-05-01
Advertising,950000,acquired,USA,NY,New York City,New York,3,2011-01-01,2011-01-01,2013-02-01
E-Commerce,-,acquired,DEU,1,Stuttgart,Stuttgart,1,2006-07-01,2007-06-01,2007-06-01
Mobile,700000,acquired,USA,WA,Seattle,Bothell,2,2007-01-01,2010-02-03,2012-12-06
Biotechnology,1000000,operating,USA,TX,Houston,Houston,1,2007-01-01,2011-11-30,2011-11-30
E-Commerce,114298,operating,ESP,56,Barcelona,Barcelona,2,2012-06-01,2012-01-01,2012-06-01
Biotechnology,111670000,operating,USA,NE,Omaha,Omaha,7,2008-01-01,2008-04-21,2015-01-20
Clean Technology,200000000,operating,USA,CA,San Diego,San Diego,1,1987-01-01,2013-01-10,2013-01-10
E-Commerce,150000,operating,EGY,11,Cairo,Cairo,2,2011-01-01,2013-05-31,2013-08-12
Biotechnology,101472500,ipo,USA,NJ,Newark,Berkeley Heights,7,2009-01-01,2010-11-08,2015-04-09
E-Commerce,6500000,closed,USA,CA,SF Bay Area,Palo Alto,2,2005-01-01,2006-01-01,2007-07-01
Biotechnology,4845795,operating,USA,TX,Austin,Austin,2,2006-01-01,2010-12-09,2015-05-01
Analytics,12700000,acquired,USA,CA,SF Bay Area,San Mateo,2,2010-07-01,2010-07-01,2013-05-17
Software,21445695,operating,USA,CA,San Diego,San Diego,6,1995-01-01,2010-08-06,2014-12-17
E-Commerce,-,operating,USA,GA,Atlanta,Atlanta,1,2013-08-22,2014-03-10,2014-03-10
Biotechnology,10000000,operating,USA,CA,San Diego,La Jolla,1,2013-01-01,2014-07-17,2014-07-17
Apps,118000,operating,USA,CO,Denver,Denver,1,2014-09-01,2015-06-14,2015-06-14
Biotechnology,18000000,operating,USA,MA,Boston,Cambridge,1,2009-01-01,2013-07-30,2013-07-30
Clean Technology,1454259,operating,USA,WI,Milwaukee,Grafton,3,2013-04-02,2014-01-02,2014-11-13
Biotechnology,84378582,operating,USA,CA,SF Bay Area,Mountain View,7,2005-01-01,2007-07-02,2014-03-27
E-Commerce,-,operating,GBR,H9,London,London,1,2014-01-01,2015-04-01,2015-04-01
Biotechnology,210000000,operating,USA,MA,Boston,Cambridge,3,2013-01-01,2013-11-25,2015-08-10
Analytics,6000000,operating,GBR,H9,London,London,3,2009-01-01,2010-09-16,2014-02-11
Apps,1200000,operating,GBR,H9,London,London,1,2009-11-16,2015-01-01,2015-01-01
Curated Web,257000,operating,USA,NY,New York City,New York,2,2014-01-01,2014-04-05,2014-11-13
Software,200000,operating,HUN,5,Budapest,Budapest,1,2013-02-01,2013-10-11,2013-10-11
Advertising,93500100,operating,USA,TN,Nashville,Nashville,11,2007-05-01,2007-01-01,2015-05-20
Software,5067737,closed,USA,TX,Austin,Austin,2,1988-01-01,2011-01-24,2012-04-23
Biotechnology,2706000,operating,USA,TN,Knoxville,Knoxville,4,2005-01-01,2010-01-14,2013-05-13
Analytics,-,operating,USA,CA,SF Bay Area,Palo Alto,1,2013-01-01,2014-01-14,2014-01-14
Software,2000000,operating,IND,19,Bangalore,Bangalore,1,2010-01-01,2013-05-29,2013-05-29
Curated Web,2860000,operating,USA,CA,SF Bay Area,Burlingame,3,2011-02-01,2012-08-29,2014-05-30
E-Commerce,166695.9752,operating,ARG,7,Buenos Aires,Buenos Aires,3,2011-11-14,2012-09-01,2013-07-01
E-Commerce,3050000,operating,USA,CA,SF Bay Area,Oakland,2,2013-01-02,2013-01-03,2015-04-05
Biotechnology,1352713,operating,USA,KY,Louisville,Louisville,2,2011-01-01,2013-06-03,2014-01-21
Curated Web,-,operating,USA,CA,SF Bay Area,Berkeley,1,2009-01-01,2011-08-01,2011-08-01
Curated Web,350000,operating,USA,OH,"Columbus, Ohio",Columbus,2,2009-11-01,2010-10-27,2012-03-09
Biotechnology,721566,operating,USA,GA,Atlanta,Atlanta,1,2009-01-01,2011-06-29,2011-06-29
Advertising,4000000,operating,AUS,7,Melbourne,Melbourne,1,2008-09-01,2010-02-17,2010-02-17
Biotechnology,45000000,operating,USA,CA,San Diego,San Diego,1,2012-01-01,2013-05-20,2013-05-20
Biotechnology,7884325,operating,USA,CO,Denver,Boulder,2,2003-01-01,2004-04-20,2009-03-10
Analytics,600000,operating,USA,VA,Richmond,Sandston,1,2012-01-20,2012-01-25,2012-01-25
Clean Technology,4125000,operating,USA,CA,SF Bay Area,Palo Alto,2,2006-01-01,2011-06-16,2014-07-31
Advertising,6000000,acquired,USA,CA,SF Bay Area,Sunnyvale,1,2002-01-01,2006-08-31,2006-08-31
Analytics,339764,operating,ESP,56,Barcelona,Barcelona,1,2011-12-23,2013-12-01,2013-12-01
Clean Technology,40000,operating,CHL,12,Santiago,Santiago,1,2010-01-01,2011-12-28,2011-12-28
Enterprise Software,649000,operating,GBR,H9,London,London,1,2004-01-01,2008-05-27,2008-05-27
Enterprise Software,6000000,operating,BEL,11,Brussels,Brussels,1,2011-01-01,2015-06-23,2015-06-23
Software,-,operating,NLD,4,Groningen,Groningen,1,2013-01-01,2015-09-25,2015-09-25
E-Commerce,-,operating,USA,FL,Palm Beaches,Boca Raton,1,2014-03-18,2014-04-22,2014-04-22
Curated Web,295000,operating,USA,OH,Cleveland,Cleveland,3,2011-06-13,2011-09-08,2013-05-08
Biotechnology,27600000,ipo,DNK,17,DNK - Other,Værløse,3,1995-01-01,2007-04-02,2014-02-11
Biotechnology,23417332,operating,USA,AL,Huntsville,Huntsville,3,2002-01-01,2008-08-04,2013-10-25
E-Commerce,1000000,closed,USA,CA,SF Bay Area,San Francisco,2,2010-07-01,2010-09-01,2011-06-28
Advertising,880000,operating,USA,CA,Sacramento,Sacramento,1,2007-09-18,2010-01-10,2010-01-10
E-Commerce,12485633,operating,USA,NY,Long Island,Huntington,8,2011-01-01,2011-02-11,2015-06-05
Software,27000000,acquired,GBR,H9,London,London,3,2001-01-01,2006-07-02,2008-04-14
E-Commerce,40000,operating,FRA,A8,Paris,Ury,1,1986-01-01,2012-07-17,2012-07-17
Mobile,2100000,operating,USA,CA,SF Bay Area,San Francisco,3,2011-06-01,2011-10-14,2015-01-19
Apps,3000000,operating,USA,CA,Ontario - Inland Empire,Glendora,1,2012-03-12,2013-09-04,2013-09-04
Biotechnology,12550,operating,USA,CA,San Diego,San Diego,2,2012-03-10,2011-06-21,2013-05-09
Enterprise Software,6885882,operating,FRA,A8,Paris,Paris,1,1997-01-01,2013-12-31,2013-12-31
Software,20500000,operating,USA,GA,Atlanta,Atlanta,1,2000-01-01,2006-02-27,2006-02-27
E-Commerce,50000,operating,IND,7,Delhi,Delhi,1,2009-11-26,2009-01-01,2009-01-01
Curated Web,113000000,operating,USA,CA,Los Angeles,Santa Monica,2,2000-08-01,2000-06-01,2004-11-01
Enterprise Software,8595974,operating,USA,NY,"Rochester, New York",Rochester,4,2007-01-01,2010-01-08,2013-01-24
E-Commerce,420000000,ipo,CHN,23,Shanghai,Shanghai,5,2006-01-01,2008-03-01,2015-05-26
Curated Web,1000000,operating,TUR,34,Istanbul,Istanbul,1,2011-11-01,2013-03-28,2013-03-28
Enterprise Software,52792,closed,GBR,E4,GBR - Other,Saffron Walden,1,2012-08-01,2013-05-01,2013-05-01
Curated Web,4018200,operating,TUR,34,Istanbul,Istanbul,2,2009-01-01,2009-01-01,2011-12-06
Biotechnology,23040630,acquired,USA,CA,SF Bay Area,San Carlos,4,2008-01-01,2009-02-25,2015-11-23
Advertising,19862991,operating,USA,CA,SF Bay Area,San Francisco,6,2006-01-01,2008-06-05,2014-05-08
Enterprise Software,-,operating,USA,MA,Boston,Cambridge,1,2012-10-11,2013-03-01,2013-03-01
Software,-,operating,USA,CA,Ontario - Inland Empire,Corona,1,2013-03-01,2014-02-11,2014-02-11
Clean Technology,14000000,operating,USA,CA,SF Bay Area,San Jose,2,2007-01-01,2009-08-31,2010-05-14
Enterprise Software,16499999,operating,USA,MA,Boston,Acton,5,2001-01-01,2009-01-21,2015-03-24
Analytics,16000000,operating,IND,19,Bangalore,Bangalore,3,2004-01-01,2005-01-01,2013-10-15
Clean Technology,52500000,acquired,USA,MD,"Washington, D.C.",Germantown,3,2000-01-01,2006-01-01,2008-07-01
Software,22000000,operating,USA,VA,"Washington, D.C.",Reston,2,2000-01-01,2006-10-31,2013-08-02
Analytics,1250000,operating,USA,CA,SF Bay Area,San Rafael,2,2012-11-15,2014-10-01,2015-05-12
Software,400000,operating,USA,NY,New York City,New York,1,2014-09-04,2014-09-04,2014-09-04
E-Commerce,-,operating,GBR,H9,London,London,1,2012-01-01,2013-12-06,2013-12-06
Enterprise Software,4500000,operating,USA,NH,"Manchester, New Hampshire",Nashua,2,1998-01-01,2013-06-12,2014-04-10
Software,5500000,closed,USA,NJ,Newark,Somerset,1,2007-01-01,2008-05-29,2008-05-29
Biotechnology,2000000,operating,USA,MN,Duluth,Eveleth,1,2003-01-01,2013-07-22,2013-07-22
Enterprise Software,3400000,acquired,USA,CA,SF Bay Area,Menlo Park,1,2010-01-01,2010-12-01,2010-12-01
Software,8000000,operating,ISR,5,Tel Aviv,Herzliya,1,2014-01-01,2014-01-14,2014-01-14
Enterprise Software,14449995,closed,USA,CA,SF Bay Area,San Francisco,2,2007-01-01,2007-08-15,2008-08-05
Software,1604597,operating,USA,IL,Chicago,Westchester,3,1998-01-01,2014-05-02,2014-11-19
Biotechnology,96845109,operating,USA,CA,San Diego,San Diego,6,2010-01-01,2010-03-17,2015-10-01
E-Commerce,-,operating,ESP,56,Barcelona,Barcelona,1,2014-01-01,2014-07-01,2014-07-01
Apps,90000,operating,GBR,H9,London,London,1,2013-01-01,2015-06-08,2015-06-08
Curated Web,1250000,operating,USA,CA,SF Bay Area,Corte Madera,1,2006-04-01,2008-08-12,2008-08-12
Clean Technology,8000000,operating,USA,NV,Reno - Sparks,Reno,2,2005-01-01,2008-11-11,2009-11-01
Software,45842999,operating,GBR,H9,London,London,7,2002-01-01,2004-07-12,2015-07-09
Software,40000000,operating,USA,IN,South Bend,Elkhart,1,1996-01-01,2015-06-04,2015-06-04
Biotechnology,1541854,operating,USA,TX,San Antonio,San Antonio,3,2010-01-01,2011-08-04,2013-01-03
Clean Technology,475000,operating,USA,NH,Portsmouth,Portsmouth,1,2013-06-01,2013-11-27,2013-11-27
Biotechnology,6500000,acquired,USA,NH,"Manchester, New Hampshire",Merrimack,1,2007-01-01,2010-06-15,2010-06-15
Clean Technology,183000000,operating,USA,OR,"Portland, Oregon",Portland,1,2008-01-01,2012-02-01,2012-02-01
Apps,-,operating,IRL,10,Galway,Galway,1,2010-12-14,2013-09-12,2013-09-12
Software,-,operating,USA,CA,San Luis Obispo,San Luis Obispo,1,1999-01-01,2012-07-31,2012-07-31
Enterprise Software,67000000,operating,USA,CA,SF Bay Area,Mountain View,2,2012-07-01,2012-10-01,2014-02-04
Mobile,370000,closed,MEX,19,Monterrey,Monterrey,1,2013-02-22,2013-04-17,2013-04-17
Apps,25000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-03-03,2011-11-25,2015-05-14
Curated Web,-,operating,USA,CA,Los Angeles,Los Angeles,1,2005-04-01,2007-03-09,2007-03-09
E-Commerce,2450000,operating,GBR,H7,GBR - Other,Stamford,3,2014-05-01,2014-05-01,2015-08-06
Clean Technology,294000000,operating,USA,IL,Chicago,Woodridge,4,2007-11-01,2008-03-26,2012-07-10
Software,12150000,operating,USA,IL,Chicago,Chicago,5,2011-03-01,2012-05-30,2014-11-07
Software,500000,operating,USA,MN,MN - Other,Minnesota City,1,2014-01-01,2014-07-22,2014-07-22
Biotechnology,89400001,acquired,USA,CA,San Diego,San Diego,4,2007-01-01,2010-01-21,2012-01-04
Biotechnology,75000000,ipo,USA,MA,Boston,Cambridge,3,2010-01-01,2010-03-09,2014-11-25
Advertising,200000,closed,USA,IA,Des Moines,Des Moines,2,2009-09-01,2009-10-22,2009-12-18
Biotechnology,2209342,operating,FRA,A8,Paris,Paris,1,2014-01-01,2015-07-09,2015-07-09
E-Commerce,-,operating,BRA,21,Rio de Janeiro,Rio De Janeiro,2,2011-07-04,2012-01-01,2012-08-10
Advertising,-,operating,PAK,5,Karachi,Karachi,1,2011-09-01,2015-08-26,2015-08-26
Biotechnology,2005038,ipo,USA,NJ,Newark,Northvale,3,1996-01-01,2009-06-12,2014-04-15
Biotechnology,250000,operating,USA,NM,NM - Other,Las Cruces,1,2010-06-24,2014-04-22,2014-04-22
Biotechnology,58000000,closed,USA,MA,Boston,Cambridge,2,1999-01-01,2006-11-29,2009-05-27
Software,5850000,operating,USA,MA,Boston,Boston,3,2006-01-01,2013-02-02,2014-07-09
E-Commerce,910000,operating,USA,OR,"Portland, Oregon",Portland,3,2012-09-01,2011-12-28,2014-01-10
E-Commerce,2000000,operating,USA,CA,Los Angeles,Santa Monica,1,2012-05-23,2013-02-01,2013-02-01
Curated Web,1555000,operating,USA,CT,Hartford,New Haven,1,2009-01-01,2011-05-09,2011-05-09
E-Commerce,11000000,operating,BRA,2,Sao Paulo,São Paulo,3,2008-01-01,2011-10-11,2014-10-06
Biotechnology,-,operating,ISR,5,Tel Aviv,Herzliya,1,2013-01-01,2013-11-21,2013-11-21
Biotechnology,2702490,operating,FRA,B9,Lyon,Lyon,1,2013-01-01,2013-05-17,2013-05-17
Advertising,500000,closed,USA,IL,Chicago,Chicago,1,2010-01-14,2009-09-01,2009-09-01
Advertising,2052167,operating,USA,NY,New York City,New York,2,2003-01-01,2009-05-04,2011-08-23
Advertising,-,operating,GBR,H9,London,London,1,2014-08-01,2015-07-28,2015-07-28
Software,234483,operating,USA,TX,Austin,Austin,1,2006-01-01,2013-09-11,2013-09-11
Advertising,25000000,operating,USA,NY,New York City,New York,1,1996-01-01,2012-01-11,2012-01-11
Curated Web,225000,operating,USA,IL,Chicago,Chicago,1,2011-07-01,2013-01-15,2013-01-15
Curated Web,1020000,operating,USA,MA,Boston,Boston,4,2010-01-07,2010-01-01,2012-03-22
E-Commerce,40000,operating,CHL,12,Santiago,Santiago,1,2013-01-01,2013-03-26,2013-03-26
Mobile,121000000,acquired,USA,MA,Boston,Boston,5,2001-01-01,2001-08-06,2010-01-18
Advertising,-,operating,USA,CA,Anaheim,Irvine,1,2012-10-01,2012-10-01,2012-10-01
Biotechnology,6990000,operating,USA,MA,Boston,Sudbury,4,2005-01-01,2010-03-10,2015-04-10
Curated Web,-,acquired,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2012-01-26,2012-01-26
Software,12400000,operating,CAN,ON,Ottawa,Ottawa,3,2006-01-01,2006-12-04,2012-06-12
Software,32000000,acquired,USA,CA,SF Bay Area,Santa Clara,2,2009-01-01,2011-08-25,2014-03-25
Clean Technology,-,operating,ISR,4,Netanya,Caesarea,1,2007-01-01,2011-06-28,2011-06-28
Biotechnology,10296959,operating,USA,TX,Austin,Austin,1,1988-01-01,2013-07-16,2013-07-16
Biotechnology,2000000,ipo,USA,MD,"Washington, D.C.",Rockville,1,1998-01-01,2015-02-03,2015-02-03
Clean Technology,71900834,acquired,USA,CA,SF Bay Area,San Mateo,6,1999-01-01,2004-02-10,2010-07-08
Software,12500000,operating,USA,CA,"Orange County, California",Foothill Ranch,2,2001-01-01,2004-05-19,2006-09-13
Software,13300000,operating,USA,TN,Nashville,Nashville,1,1999-01-01,2013-12-06,2013-12-06
Software,5000000,closed,USA,NC,Raleigh,Durham,2,2006-10-01,2006-08-01,2008-10-07
Biotechnology,49733850,closed,USA,NJ,Newark,Roseland,3,1986-01-01,2010-09-08,2013-05-14
Enterprise Software,100300177,operating,USA,CA,San Diego,San Diego,10,2006-01-01,2003-08-22,2013-06-26
Software,1100000,closed,FRA,A8,Paris,Paris,1,1998-01-01,2005-03-29,2005-03-29
Apps,1200000,operating,GBR,H9,London,London,1,2014-02-01,2015-11-02,2015-11-02
Software,6000000,operating,USA,CA,San Diego,San Diego,1,2012-01-01,2014-03-06,2014-03-06
Curated Web,57312,operating,TUR,17,Ã‡an,Çan,1,2008-12-16,2009-01-01,2009-01-01
Software,2500000,acquired,USA,CA,SF Bay Area,San Francisco,1,2000-01-01,2003-07-01,2003-07-01
Software,30676,operating,KOR,11,Seoul,Seoul,1,2013-06-17,2013-07-01,2013-07-01
Enterprise Software,13950000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-07-01,2007-04-18,2008-12-10
Advertising,-,operating,USA,AZ,Phoenix,Mesa,1,2006-12-01,2008-04-15,2008-04-15
Enterprise Software,10000000,operating,USA,NY,New York City,New York,1,2000-01-01,2002-01-10,2002-01-10
Software,14000000,operating,CAN,ON,Toronto,Mississauga,3,2001-01-01,2006-04-25,2013-09-30
Advertising,4651033,operating,IRL,7,IRL - Other,Saggart,1,2000-01-01,2006-10-16,2006-10-16
Advertising,1400000,acquired,CAN,AB,Edmonton,Edmonton,2,2009-09-29,2010-08-12,2011-08-16
Biotechnology,1000000,operating,USA,NY,Buffalo,Buffalo,1,2006-01-01,2014-07-02,2014-07-02
Biotechnology,-,operating,USA,MI,Grand Rapids,Grand Rapids,2,2010-01-01,2011-06-30,2012-03-22
Curated Web,1000000,acquired,USA,VA,Alexandria,Alexandria,1,2012-01-01,2012-02-28,2012-02-28
Analytics,-,operating,USA,CA,SF Bay Area,Cupertino,1,2010-02-02,2015-07-23,2015-07-23
Analytics,-,operating,USA,AZ,Phoenix,Phoenix,1,2014-07-01,2014-07-16,2014-07-16
Software,40000,operating,USA,OK,Tulsa,Tulsa,1,2010-01-01,2013-01-01,2013-01-01
Apps,7000000,operating,BRA,2,Sao Paulo,São Paulo,2,2012-01-01,2012-11-27,2014-09-02
Curated Web,-,operating,USA,NY,New York City,New York,1,2006-05-01,2007-01-01,2007-01-01
Curated Web,51185512,operating,USA,TX,Houston,Houston,2,2006-01-01,2013-02-27,2015-04-10
Curated Web,750000,acquired,USA,WI,Milwaukee,Milwaukee,1,1997-01-01,2004-06-01,2004-06-01
Biotechnology,2100000,operating,USA,FL,Ft. Lauderdale,Hollywood,1,2010-01-01,2010-07-13,2010-07-13
Curated Web,535000,operating,USA,MA,Boston,Boston,1,2011-01-01,2013-03-06,2013-03-06
Software,15000000,operating,USA,IL,Chicago,Chicago,1,2000-01-01,2011-06-22,2011-06-22
Biotechnology,21200000,ipo,USA,MA,Boston,Watertown,2,1998-01-01,2004-01-14,2013-09-03
Apps,50000,operating,USA,CA,Santa Barbara,Santa Barbara,1,2008-01-01,2006-05-20,2006-05-20
Biotechnology,30000,operating,USA,NY,New York City,New York,1,2015-05-04,2015-05-16,2015-05-16
Clean Technology,29581347,operating,CAN,ON,Toronto,Toronto,4,2003-01-01,2010-09-28,2015-09-15
Clean Technology,200000,operating,USA,TX,Houston,Houston,1,2001-01-01,2012-02-14,2012-02-14
Mobile,8273244,operating,NOR,1,Fornebu,Fornebu,3,2007-01-01,2010-02-04,2015-02-10
Enterprise Software,16000000,acquired,USA,CA,SF Bay Area,Foster City,1,2001-01-01,2005-03-22,2005-03-22
E-Commerce,-,operating,USA,NY,New York City,New York,1,2012-03-01,2013-11-03,2013-11-03
Apps,14000000,operating,USA,CA,SF Bay Area,Burlingame,1,1998-01-01,2006-01-09,2006-01-09
Apps,-,operating,USA,AZ,Phoenix,Scottsdale,1,2015-05-15,2015-11-10,2015-11-10
Biotechnology,4630156.286,operating,CAN,ON,Toronto,Toronto,2,2012-01-01,2014-11-11,2015-09-30
Biotechnology,88950000,acquired,USA,TX,Houston,Houston,2,1989-01-01,2006-10-19,2007-08-20
Software,1500000,operating,USA,TX,Dallas,Dallas,2,2000-01-01,2005-06-01,2014-11-01
Clean Technology,100000000,operating,USA,TX,Houston,Houston,1,2013-01-01,2013-06-18,2013-06-18
Enterprise Software,1500000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2012-09-01,2014-10-06,2014-10-06
Biotechnology,2450000,operating,USA,IN,Indianapolis,Indianapolis,1,2005-01-01,2009-07-24,2009-07-24
Biotechnology,1350000,operating,USA,MT,Missoula,Missoula,2,1997-01-01,2010-04-26,2010-08-13
Biotechnology,115489918,operating,USA,GA,Atlanta,Alpharetta,6,2008-01-01,2008-05-19,2015-03-05
Biotechnology,94100000,ipo,USA,IN,Indianapolis,West Lafayette,5,1996-01-01,2006-11-13,2010-12-27
Biotechnology,2500000,operating,AUS,2,Sydney,Sydney,1,2007-01-01,2013-07-22,2013-07-22
Biotechnology,483000,operating,USA,CA,Los Angeles,Woodland Hills,1,2011-01-01,2014-08-14,2014-08-14
Biotechnology,80600000,acquired,CHE,7,Geneva,Geneva,3,2003-01-01,2009-10-27,2013-03-06
Biotechnology,10000000,operating,ISR,5,Tel Aviv,Herzliya,1,2009-01-01,2015-10-26,2015-10-26
Biotechnology,44972579,operating,USA,MO,St. Louis,St Louis,8,2009-01-01,2009-07-13,2015-05-11
Biotechnology,7535473,operating,USA,IL,Peoria,East Peoria,6,2007-01-01,2010-10-08,2015-07-01
Biotechnology,1500000,operating,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2007-06-14,2007-06-14
Advertising,21500000,operating,USA,CA,Los Angeles,Los Angeles,1,2009-01-01,2012-04-13,2012-04-13
Biotechnology,7646823,operating,USA,AL,Mobile,Mobile,2,1981-01-01,2009-09-18,2010-01-13
Biotechnology,7000000,ipo,ISR,4,Netanya,Caesarea,1,2004-01-01,2014-08-03,2014-08-03
Clean Technology,55100000,operating,GBR,C3,London,Cambridge,3,2003-01-01,2009-06-24,2011-05-03
Curated Web,230000,operating,USA,CA,Los Angeles,El Segundo,2,2011-06-01,2012-12-31,2014-02-10
Clean Technology,625000000,operating,RUS,48,Moscow,Moscow,1,2004-01-01,2012-03-16,2012-03-16
